MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Neighborhood_nan,CentralAir_N,CentralAir_Y,CentralAir_nan,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleType_nan
20,3,95.0,15865,1,0,4,8,6,1970,1970,0.0,2,2,2,3,1,1,351,823,1043,2217,1,2217,0,0,2217,1,0,2,0,4,1,2,8,1,4,1970.0,2,2,621,4,81,207,0,0,224,0,0,10,2007,4,268000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,128.0,12160,1,3,4,6,4,1953,1953,90.0,3,4,1,3,3,3,1024,0,481,1505,1,1505,0,0,1505,1,0,1,0,2,1,3,6,1,4,1953.0,1,2,505,4,0,0,0,162,0,0,0,2,2009,4,149500,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,3,60.0,8064,1,3,0,5,7,1949,2006,0.0,3,2,1,3,3,2,0,0,672,672,1,672,252,0,924,0,0,1,0,3,1,3,6,1,3,2003.0,2,2,576,4,0,0,0,0,0,0,2000,7,2007,4,122900,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,70.0,11184,1,3,4,6,5,1978,1978,92.0,3,4,1,3,3,3,226,500,192,918,1,918,765,0,1683,0,0,2,1,3,1,3,7,1,4,1978.0,1,2,440,4,243,0,0,0,0,0,0,7,2009,4,172500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,70.0,8414,1,3,4,6,8,1963,2003,0.0,3,4,1,3,3,3,663,0,396,1059,1,1068,0,0,1068,0,1,1,0,3,1,3,6,0,5,1963.0,1,1,264,4,192,0,0,0,0,0,0,2,2006,4,154500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,13284,1,3,4,5,5,1954,1954,0.0,3,4,2,2,3,2,1064,0,319,1383,1,1383,0,0,1383,1,0,1,0,3,1,3,6,1,2,1954.0,2,1,354,4,511,116,0,0,0,0,0,6,2008,4,165000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
90,3,64.0,7018,1,3,4,5,5,1979,1979,0.0,3,4,3,4,4,4,0,0,0,0,1,1535,0,0,1535,0,0,2,0,4,2,3,8,0,5,1979.0,2,2,400,4,0,0,0,0,0,0,0,6,2009,2,118858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,71.0,7056,1,3,4,6,5,1963,1963,415.0,3,4,1,3,3,3,400,0,380,780,1,983,813,0,1796,1,0,1,1,4,1,3,8,1,4,1963.0,1,2,483,4,0,50,0,0,0,0,0,10,2008,4,140000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30,4,50.0,8765,1,3,4,4,6,1936,1950,0.0,3,4,0,3,3,3,285,0,666,951,1,951,0,0,951,0,0,1,0,2,1,3,6,0,5,1936.0,2,1,327,4,0,28,0,0,0,0,0,4,2006,0,106500,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
90,3,64.0,7018,1,3,4,5,5,1979,1979,0.0,3,4,3,4,4,4,0,0,0,0,1,1120,1120,0,2240,0,0,2,0,6,2,3,12,0,5,1979.0,2,2,528,4,154,0,0,0,0,0,0,6,2009,2,142953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,100.0,12919,1,0,4,9,5,2009,2010,760.0,0,4,2,0,3,1,2188,0,142,2330,1,2364,0,0,2364,1,0,2,1,2,1,0,11,2,2,2009.0,0,3,820,4,0,67,0,0,0,0,0,3,2010,5,611657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
20,3,65.0,6993,1,3,4,5,7,1961,1994,0.0,3,4,1,3,3,3,465,0,447,912,1,1236,0,0,1236,0,0,1,0,3,1,3,6,1,4,1961.0,2,1,288,4,0,0,0,0,0,0,0,6,2006,4,135000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,7340,1,0,4,4,6,1971,1971,0.0,3,4,1,3,3,3,322,0,536,858,1,858,0,0,858,0,0,1,0,2,1,3,4,0,5,1979.0,2,1,684,4,0,0,0,0,0,0,0,6,2007,4,110000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,64.0,8712,1,0,4,5,7,1957,2000,0.0,3,2,1,3,3,2,860,0,132,992,1,1306,0,0,1306,1,0,1,0,2,1,3,5,0,5,1968.0,2,1,756,4,0,0,0,0,0,0,0,5,2009,4,153000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,63.0,7875,1,3,4,7,5,2003,2003,0.0,2,4,2,2,3,3,0,0,783,783,1,807,702,0,1509,0,0,2,1,3,1,2,8,1,2,2003.0,0,2,393,4,0,75,0,0,0,0,0,7,2006,4,180000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,50.0,14859,1,0,1,7,5,2006,2006,27.0,2,4,2,2,3,3,0,0,1670,1670,1,1670,0,0,1670,0,0,2,0,3,1,2,7,1,2,2006.0,1,3,690,4,144,60,0,0,0,0,0,8,2006,5,240000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
20,3,69.0,6173,1,0,4,5,6,1967,1967,75.0,3,4,1,3,3,3,599,0,277,876,1,902,0,0,902,0,0,1,0,3,1,3,6,0,5,1967.0,2,1,288,4,0,0,0,0,0,0,0,8,2007,4,125500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,80.0,9920,1,3,4,5,5,1954,1954,110.0,3,4,1,3,3,3,354,290,412,1056,1,1063,0,0,1063,1,0,1,0,3,1,3,6,0,5,1954.0,1,1,280,4,0,0,164,0,0,0,0,2,2010,4,128000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,116.0,13501,1,0,0,8,5,2006,2006,208.0,2,4,2,2,3,3,63,0,1560,1623,1,1636,0,0,1636,1,0,2,0,3,1,2,8,1,2,2006.0,1,3,865,4,0,60,0,0,0,0,0,6,2007,4,255000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,3,86.0,11500,1,0,4,7,7,1936,1987,0.0,2,4,1,2,3,3,223,0,794,1017,1,1020,1037,0,2057,0,0,1,1,3,1,2,6,1,2,1936.0,0,1,180,1,0,0,0,0,322,0,0,6,2006,4,250000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,8885,1,0,4,5,5,1983,1983,0.0,3,4,1,2,3,0,301,324,239,864,1,902,0,0,902,1,0,1,0,2,1,3,5,0,5,1983.0,2,2,484,4,164,0,0,0,0,0,0,6,2006,4,131000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,149.0,12589,1,1,4,6,5,2005,2005,0.0,2,4,2,2,3,3,0,0,742,742,1,742,742,0,1484,0,0,2,1,3,1,2,8,1,2,2005.0,0,2,390,4,36,24,0,0,0,0,0,6,2009,4,174000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
90,3,80.0,11600,1,3,0,5,5,1960,1960,361.0,3,4,1,3,3,3,443,0,662,1105,1,1105,1169,0,2274,0,0,2,0,5,2,3,12,0,5,1960.0,2,2,480,4,0,0,0,0,0,0,0,1,2010,4,154300,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,9286,1,0,1,5,7,1977,1989,0.0,3,4,1,2,1,0,196,0,1072,1268,1,1268,0,0,1268,0,0,1,1,3,1,2,5,0,5,1978.0,2,1,252,4,173,0,0,0,0,0,0,10,2009,4,143500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30,4,51.0,6120,1,3,4,5,7,1925,1950,0.0,3,4,0,3,3,3,489,0,279,768,1,1015,0,0,1015,0,0,1,0,3,1,3,6,0,5,1925.0,2,1,450,4,0,0,112,0,120,0,620,7,2006,0,88000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
90,2,82.0,6270,1,3,4,5,6,1949,1950,0.0,3,4,1,3,3,3,284,0,717,1001,1,1001,1001,0,2002,0,0,2,0,4,2,3,8,0,5,1949.0,2,3,871,4,0,0,0,0,0,0,0,8,2007,4,145000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
160,1,30.0,3000,1,3,4,6,5,2009,2009,76.0,2,4,2,2,3,0,294,0,318,612,1,612,612,0,1224,0,0,2,1,2,1,2,4,0,5,2009.0,1,2,528,4,0,234,0,0,0,0,0,6,2009,5,173733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
160,4,21.0,2001,1,3,4,4,5,1970,1970,80.0,3,4,1,3,3,3,0,0,546,546,1,546,546,0,1092,0,0,1,1,3,1,3,6,0,5,1970.0,2,1,286,4,0,0,0,0,0,0,0,1,2007,4,75000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,0,50.0,9000,1,3,4,2,3,1949,1950,0.0,3,4,1,3,3,0,50,0,430,480,1,480,0,0,480,1,0,0,0,1,1,3,4,0,5,1958.0,2,1,308,4,0,0,0,0,0,0,0,10,2006,0,35311,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,17140,1,3,4,4,6,1956,1956,0.0,3,4,1,3,3,3,1059,0,75,1134,1,1229,0,0,1229,0,0,1,0,3,1,3,6,0,5,1956.0,1,1,284,4,0,0,0,0,0,0,0,4,2009,4,135000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,103.0,13125,1,0,0,7,5,1991,1991,0.0,2,4,2,0,3,2,48,634,422,1104,1,912,1215,0,2127,1,0,2,1,4,1,2,8,1,4,1991.0,1,3,833,4,72,192,224,0,0,0,0,11,2007,4,238000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,87.0,11029,1,0,0,6,8,1958,2002,0.0,0,4,1,2,3,3,528,411,245,1184,1,1414,0,0,1414,1,0,1,0,3,1,3,6,1,4,1990.0,2,2,601,4,0,51,0,0,190,0,0,5,2008,4,176500,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,70.0,8462,1,0,4,6,5,1994,1994,105.0,2,2,2,2,1,3,814,0,114,928,1,936,785,0,1721,0,1,2,1,3,1,2,7,0,5,1994.0,1,2,471,4,300,87,0,0,0,0,0,7,2007,4,201000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
90,3,67.0,8777,1,3,4,5,7,1900,2003,0.0,3,4,1,3,3,3,1084,0,188,1272,1,1272,928,0,2200,2,0,2,2,4,2,3,9,0,5,1980.0,3,0,0,5,0,70,0,0,0,0,0,9,2008,4,145900,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,65.0,10237,1,3,4,6,5,2005,2006,0.0,2,4,2,2,3,3,28,0,1288,1316,1,1316,0,0,1316,0,0,2,0,3,1,2,6,1,2,2005.0,0,2,397,4,100,0,0,23,0,0,0,10,2006,5,169990,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
120,3,50.0,8012,1,3,4,6,5,1993,1994,0.0,2,4,2,2,3,3,165,841,598,1604,1,1617,0,0,1617,1,0,2,0,2,1,2,5,1,1,1993.0,1,2,533,4,0,69,0,0,0,0,0,7,2008,4,193000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,79.0,10240,1,3,4,6,6,1980,1980,157.0,3,2,1,2,3,3,625,1061,0,1686,1,1686,0,0,1686,1,0,2,0,3,1,3,7,1,4,1980.0,2,2,612,4,384,131,0,0,0,0,0,5,2006,4,207500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,15611,1,0,0,5,6,1977,1977,0.0,3,4,2,2,3,0,767,93,266,1126,1,1126,0,0,1126,0,1,2,0,3,1,0,6,0,5,1977.0,1,2,540,4,180,0,0,0,0,0,0,3,2008,0,175000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,93.0,11999,1,3,4,8,5,2003,2004,340.0,2,4,2,2,3,3,0,0,1181,1181,1,1234,1140,0,2374,0,0,2,1,4,1,0,10,1,2,2003.0,0,3,656,4,104,100,0,0,0,0,0,5,2007,4,285000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,9900,1,3,4,7,5,1968,1968,342.0,3,4,1,3,3,3,552,0,280,832,1,1098,880,0,1978,0,0,2,1,4,1,3,9,1,2,1968.0,1,2,486,4,0,43,0,0,0,0,0,4,2008,4,176000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,11838,1,3,4,8,5,2001,2001,0.0,2,4,2,2,3,0,0,0,1753,1753,1,1788,0,0,1788,0,0,2,0,3,1,0,7,1,4,2001.0,1,2,522,4,202,151,0,0,0,0,0,6,2009,4,236500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,13006,1,0,0,7,5,1997,1997,285.0,3,4,2,2,3,3,0,0,964,964,1,993,1243,0,2236,0,0,2,1,4,1,2,8,1,4,1997.0,0,2,642,4,0,0,0,0,0,0,0,11,2006,4,222000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,73.0,8925,1,0,4,8,5,2007,2007,0.0,2,4,2,2,3,0,16,0,1450,1466,1,1466,0,0,1466,0,0,2,0,3,1,2,7,0,5,2007.0,0,3,610,4,100,18,0,0,0,0,0,7,2009,4,201000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,70.0,9100,1,3,4,5,6,1965,1965,0.0,3,4,1,3,3,3,338,466,121,925,1,925,0,0,925,0,1,1,0,2,1,3,5,0,5,1965.0,2,1,429,4,0,0,0,0,0,0,0,7,2009,4,117500,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,84.0,11670,1,0,0,9,5,2006,2006,302.0,0,4,2,0,1,3,0,0,1905,1905,1,1905,0,0,1905,0,0,2,0,3,1,0,8,1,2,2006.0,0,3,788,4,0,191,0,0,0,0,0,3,2007,4,320000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,63.0,8487,1,3,2,7,5,2004,2004,210.0,2,4,2,2,3,0,20,0,1480,1500,1,1500,0,0,1500,0,0,2,0,3,1,2,6,0,5,2004.0,1,2,570,4,192,36,0,0,0,0,0,8,2009,4,190000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,313.0,27650,1,1,4,7,7,1960,2007,0.0,3,4,1,2,3,1,425,0,160,585,1,2069,0,0,2069,1,0,2,0,4,1,2,9,1,2,1960.0,1,2,505,4,0,0,0,0,0,0,0,11,2008,4,242000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30,3,52.0,5825,1,0,4,4,5,1926,1953,108.0,3,2,2,1,3,2,0,0,600,600,1,747,0,0,747,0,0,1,0,1,1,3,5,0,5,1953.0,2,2,528,4,0,0,32,0,0,0,0,6,2006,4,79900,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,67.0,10083,1,3,4,7,5,2003,2003,0.0,2,4,2,2,3,3,833,0,343,1176,1,1200,0,0,1200,1,0,2,0,2,1,2,5,0,5,2003.0,1,2,555,4,0,41,0,0,0,0,0,8,2009,4,184900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,75.0,9675,1,3,4,7,5,2005,2005,0.0,2,4,2,2,3,2,341,0,772,1113,1,1113,858,0,1971,0,0,2,1,3,1,2,8,1,2,2005.0,1,2,689,4,0,48,0,0,0,0,0,2,2009,4,253000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,73.0,8760,1,3,4,7,5,2006,2006,0.0,2,4,2,2,1,2,464,0,927,1391,1,1391,571,0,1962,0,0,2,1,3,1,2,7,0,5,2006.0,1,3,868,4,0,90,0,0,0,0,0,8,2006,5,239799,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
70,3,69.0,24090,1,3,4,7,7,1940,1950,0.0,3,2,1,3,3,2,0,0,1032,1032,1,1207,1196,0,2403,0,0,2,0,4,1,3,10,2,4,1940.0,2,1,349,4,56,0,318,0,0,0,0,6,2010,4,244400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
90,3,55.0,12640,1,0,4,6,5,1976,1976,0.0,3,4,1,3,3,1,936,396,396,1728,1,1728,0,0,1728,0,0,2,0,4,2,3,8,0,5,1976.0,2,2,574,4,40,0,0,0,0,0,0,7,2006,4,150900,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,8755,1,0,2,7,5,1999,1999,298.0,2,4,2,2,3,3,772,0,220,992,1,1022,1038,0,2060,1,0,2,1,3,1,2,8,1,4,1999.0,1,2,390,4,0,0,0,168,0,0,0,6,2009,4,214000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
90,3,42.0,7711,1,0,4,4,3,1977,1977,0.0,3,4,2,2,3,1,1440,0,0,1440,1,1440,0,0,1440,2,0,2,0,4,2,3,8,0,5,1980.0,3,0,0,5,321,0,0,0,0,0,0,8,2007,0,150000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
90,3,100.0,25000,1,3,4,5,4,1967,1967,0.0,3,4,1,3,3,0,0,0,1632,1632,1,1632,0,0,1632,0,0,2,0,4,2,3,8,0,5,1967.0,2,2,576,4,0,0,0,0,0,0,0,6,2007,4,143000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,14375,1,0,1,6,6,1958,1958,541.0,3,4,1,3,3,3,111,354,354,819,1,1344,0,0,1344,0,1,1,0,3,1,2,7,1,2,1958.0,1,2,525,4,0,118,0,0,233,0,0,1,2009,0,137500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
50,4,98.0,8820,1,3,0,5,6,1890,1996,0.0,3,4,0,3,3,3,1088,0,0,1088,1,1188,561,120,1869,0,0,1,0,2,1,3,7,0,5,1963.0,2,2,456,4,48,0,244,0,0,0,0,9,2009,4,124900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
80,3,70.0,8163,1,3,4,5,6,1959,1959,128.0,3,2,1,3,3,0,748,294,102,1144,1,1144,0,0,1144,1,0,1,0,3,1,3,6,1,4,1959.0,1,1,796,4,86,0,0,0,0,0,0,3,2006,4,143000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,85.0,14536,1,3,4,8,5,2002,2003,236.0,2,4,2,2,3,0,1300,0,316,1616,1,1629,0,0,1629,1,0,2,0,3,1,2,9,1,2,2002.0,0,3,808,4,0,252,0,0,0,0,0,11,2007,4,270000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,65.0,14006,1,0,4,7,5,2002,2002,144.0,2,4,2,2,3,4,0,0,936,936,1,936,840,0,1776,0,0,2,1,3,1,2,7,1,4,2002.0,1,2,474,4,144,96,0,0,0,0,0,2,2006,4,192500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,78.0,9360,1,3,4,6,7,1972,2006,0.0,3,4,1,3,3,3,982,0,179,1161,1,1381,0,0,1381,1,0,1,1,3,1,2,5,1,4,1972.0,1,2,676,4,0,0,0,0,0,0,0,3,2010,4,197500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,60.0,7200,1,3,4,5,8,1950,2002,0.0,3,4,1,3,3,3,398,149,317,864,1,864,0,0,864,1,0,1,0,3,1,2,5,0,5,1980.0,1,2,720,4,194,0,0,0,0,0,0,7,2007,4,129000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,2,60.0,7800,1,3,0,5,5,1965,1965,0.0,3,4,1,3,3,3,641,0,187,828,1,965,0,0,965,1,0,1,0,3,1,3,6,0,5,1979.0,2,1,300,4,421,0,0,0,0,0,0,7,2006,0,119900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
85,3,60.0,7200,1,3,4,5,8,1972,2003,0.0,3,2,1,2,3,0,660,0,108,768,1,768,0,0,768,0,1,1,0,2,1,3,5,0,5,1974.0,0,1,396,4,192,0,0,0,0,0,0,4,2009,4,133900,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,11075,1,0,4,5,4,1969,1969,232.0,3,4,1,3,3,0,562,193,29,784,1,1168,800,0,1968,0,1,2,1,4,1,3,7,1,3,1969.0,1,2,530,4,305,189,0,0,0,0,400,9,2008,4,172000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
